Klíč_adresy,Adresa_GPS,Poslední_kontrola,Příští_kontrola,Dní_do_kontroly,Stav_kontroly,Barva_bodu,Všechny_termíny,GPS_lat,GPS_lon,GPS_poznámka,Zdrojový_soubor,Zdrojový_řádek,Rok výroby,Serviska,Hlídáme sami termín,Hlavní kontakt,Kraj,Jaký zdroj,Umístění,DŮLEŽITÁ POZNÁMKA,Měsíc_1,Měsíc_2,Měsíc_3,Měsíc_4,Měsíc_5,Měsíc_6,Měsíc_7,Měsíc_8,Měsíc_9,Měsíc_10,Měsíc_11,Měsíc_12,Sloupec_21,Poznámky,Cena FZ,Faktura na,Protokol s fakturou na,Smlouva ano/ne,Sloupec_27,Sloupec_28,Sloupec_29,Sloupec_30,Sloupec_31,Sloupec_32,Sloupec_33,Sloupec_34,Sloupec_35,Sloupec_36,Sloupec_37,Sloupec_38,Sloupec_39,Sloupec_40,Sloupec_41,Sloupec_42,Sloupec_43,Sloupec_44,Sloupec_45,Sloupec_46,Sloupec_47,Sloupec_48,Sloupec_49,Sloupec_50,Sloupec_51,Sloupec_52,Sloupec_53,Sloupec_54,Sloupec_55,Sloupec_56,Sloupec_57,Sloupec_58,Sloupec_59,Sloupec_60,Sloupec_61,Sloupec_62,Sloupec_63,Sloupec_64,Sloupec_65,Sloupec_66,Sloupec_67,Sloupec_68,Sloupec_69,Sloupec_70,Sloupec_71,Sloupec_72,Sloupec_73,Sloupec_74,Sloupec_75,Sloupec_76,Sloupec_77,Sloupec_78,Sloupec_79,Sloupec_80,Sloupec_81,Sloupec_82,Sloupec_83,Sloupec_84,Sloupec_85,Sloupec_86,Sloupec_87,Sloupec_88,Sloupec_89,Sloupec_90,Sloupec_91,Sloupec_92,Sloupec_93,Sloupec_94,Počet_termínů,Kontakt,Umístění zdroje,Sloupec_8,Cena FZ v Kč,Protokol na
"praha, u průhonu 38, nová radnice, česká republika","Praha, U Průhonu 38, Nová radnice, Česká republika",2024-02-29,2024-02-29,-795,Po termínu,červená,2024-02-29 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,297,2019,,,Němec 608 707 270,Praha,ASTIP PS LiftBack 10 kVA/3f- sjezd,"Praha, U Průhonu 38, Nová radnice",,,29/24,,,,,,,,,,,,17.3.2025-poslán mail na němce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"praha, u slávie (eden), česká republika","Praha, U Slávie (EDEN), Česká republika",,2026-06-24,51,30–60 dnů,žlutá,2026-06-24 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",516,2017,,,,Praha,PS 15kVA/3f - 30min.,,,,,,,,24/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,David Petschl  734 154 325,"Praha, U Slávie (EDEN)",,,
"praha, u školy 285, zš štěrboholy, česká republika","Praha, U školy 285, ZŠ Štěrboholy, Česká republika",2026-04-23,2026-10-23,172,Více než 60 dnů,zelená,2026-04-23 (proběhlá); 2026-10-23 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,298,2019,ano,,Ševítová 605 506 905,Praha,ASTIP STRONG 2000/1f-45 minut,"Praha, U školy 285, ZŠ Štěrboholy",,,,,23/26,,,,,,23/26,,,,ZŠ Štěrboholy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"praha, uhříněves, františka diviše 20, česká republika","Praha, Uhříněves, Františka Diviše 20, Česká republika",2021-12-04,2021-12-04,-1612,Po termínu,červená,2021-12-04 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",519,2017,,,,Praha,PS 7500/3F-30 minut,,,,,,,,,,,,,,4/21,,4/2020 -nelze pouštět přes tlačítko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Praha, Uhříněves, Františka Diviše 20",,5800,
"praha, uhříněves, loosenická 1602/3, bd, česká republika","Praha, Uhříněves, Loosenická 1602/3, BD, Česká republika",2026-04-23,2026-11-18,198,Více než 60 dnů,zelená,2026-04-23 (nezjištěno); 2026-11-18 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",520,2017,,,,Praha,ASTIP PS 7500VA/3F -30 minut,,,,,,23/26-servisní zásah,,,,,,,18/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,pan Pleštil SVJ 725 448 474,"Praha, Uhříněves, Loosenická 1602_3, BD",,,
"praha, učňovská (strašněj masakr!!!), česká republika","Praha, Učňovská (Strašněj MASAKR!!!), Česká republika",2022-12-10,2026-10-01,150,Více než 60 dnů,zelená,2021-07-15 (plánovaná); 2022-08-05 (plánovaná); 2022-12-10 (plánovaná); 2026-10-01 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",517,2016,,,,Praha,4 x PS 2000/1f-45 minut,,,,,,,,,15/21,5/22,,1/26 -19,,10/22,,"5.8.2021 -2 x STOP STAV15.7.2021- STOP STAV 385 +386, Michal B. zaškolit Libora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Pilař - IKON -720 738 315,"Praha, Učňovská (Strašněj MASAKR!!!)",,,
"praha, učňovská 396/5, česká republika","Praha, Učňovská 396/5, Česká republika",2022-12-10,2022-12-10,-1241,Po termínu,červená,2022-12-10 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",518,2016,ano,,,Praha,STRONG 2000/1f-45 minut,,,,,,,,,,,,,,10/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Pilař - IKON -720 738 315,"Praha, Učňovská 396/5",,,
"praha, v háji 1, česká republika","Praha, V Háji 1, Česká republika",,2026-09-15,134,Více než 60 dnů,zelená,2026-09-15 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",522,2018,,,,Praha,"PS 15kVA/3f-10 minut,                        ASTIP PS 75 000/3f – 45 min",,,,,,,,,,,15/26,,,,,V rozvaděči RZ1 spadlý jistič QF 1-D16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mihalcsatin -777 207  480,"Praha, V Háji 1",,7200,
"praha, v jámě, abc divadlo, česká republika","Praha, V Jámě, ABC divadlo, Česká republika",2026-02-19,2026-08-19,107,Více než 60 dnů,zelená,2026-02-19 (proběhlá); 2026-08-19 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,299,"2012, nově 2023",ano,,Simčišin - 603 311 811,Praha,ASTIP STRONG 10kVA/3F-45 minut,"Praha, V Jámě, ABC divadlo",,,19/26,,,,,,19/26,,,,,,"2023- nový zdroj, 1. revize má být únor 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"praha, v olšinách 3401/92, 94, 96, aurora, česká republika","Praha, V Olšinách 3401/92, 94, 96, Aurora, Česká republika",2026-04-09,2026-04-09,-25,Po termínu,červená,2026-04-09 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",523,2015,ano,,,Praha,"1x 7500/3f, 2x 4000/3f-45 minut",,,,,,9/26,,,,,,,,,,"28.6.2024 - baterky mají vyměněné, možná se ozve kvůli revizi….18.3.2022 -2 x 4kVA - STOP STAV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Gregar 777 327 401,"Praha, V Olšinách 3401_92,94,96, Aurora",,,
"praha, v podhájí 20, bd braník residences, česká republika","Praha, V Podhájí 20, BD Braník residences, Česká republika",2026-02-26,2026-02-26,-67,Po termínu,červená,2026-02-26 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",334,2021,ano,ano,,Praha,ASTP STRONG 10kVA/3F -45 minut,,,,26/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Polák Jiviš 725 303 373,"Praha, V Podhájí 20, BD Braník residences",,,
"praha, v zahrádkách 25, česká republika","Praha, V Zahrádkách 25, Česká republika",,2026-10-14,163,Více než 60 dnů,zelená,2026-10-14 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",524,2016,,,,Praha,Astip PS 15 kVA/3f-45 minut,,,,,,,,,,,,14/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hejda 702 064 890,"Praha, V Zahrádkách 25",,,
"praha, v úžlabině 19, česká republika","Praha, V Úžlabině 19, Česká republika",2023-05-18,,,Bez termínu,šedá,2023-05-18 (nezjištěno),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,300,2018,,,Zadoyan 777 796 753 - už tam nepracuje,Praha,ASTIP PS 30 000/3f-60 min,"Praha, V Úžlabině 19",,,,,,18/23,,,,,,,,,"2025 -už mají nahrazeno jiným zařízením….17.3.2025 -posílám na paní , Pozor - vrací se mi to..zkouším přes jejich systém poslat dotaz ...18.6.2024 - poslaná aktualizace CN - 2022-vydupali si revize 1 x ročně…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"praha, valentinská 1061/6, staré město, česká republika","Praha, Valentinská 1061/6, Staré Město, Česká republika",2025-06-04,2025-06-04,-334,Po termínu,červená,2025-06-04 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",525,2017,,,,Praha,STRONG 5000/3f – 10 minut,,,,,,,,4/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Jan Knol 724 340 310,"Praha, Valentinská 1061/6, Staré Město",,6500,
"praha, važská 998/2, škola livingstone, česká republika","Praha, Važská 998/2, škola Livingstone, Česká republika",2025-02-13,2025-02-13,-445,Po termínu,červená,2025-02-13 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,302,2015,,,"Bína, Impera 777 720 522",Praha,ASTIP PS 7 500VA/3F -15 minut,"Praha, Važská 998/2, škola Livingstone",,,13/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"praha, veletržní 20, mama shelter, česká republika","Praha, Veletržní 20, MAMA Shelter, Česká republika",2025-12-10,2026-06-10,37,30–60 dnů,žlutá,2025-12-10 (proběhlá); 2026-06-10 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,303,2018,,,pan Malý 777 866 450,Praha,ASTIP STRONG 30 000/3f-35minut,"Praha, Veletržní 20, MAMA Shelter",,,,,,,10/26,,,,,,10/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"praha, veletržní 505/33, bd, česká republika","Praha, Veletržní 505/33, BD, Česká republika",2025-09-23,2025-09-23,-223,Po termínu,červená,2025-09-23 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",526,2020,,,,Praha,ASTIP STRONG 2kVA/3F -15 minut,,,,,,,,,,,23/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Jana Mužíková 603 442 579,"Praha, Veletržní 505/33, BD",,,
"praha, vivus uhřiněves ke kříži -1636, oty bubeníčka -1637, 1638, 1639, česká republika","Praha, VIVUS Uhřiněves Ke Kříži -1636, Oty Bubeníčka -1637, 1638, 1639, Česká republika",2026-04-01,2027-03-19,319,Více než 60 dnů,zelená,2026-04-01 (plánovaná); 2027-03-19 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",527,2019,"ano/1636, 1637 -ne",ano,,Praha,4 x záložní zdroj,,,,,19/27-1638,"1/26-1x STOP STAV 1638,2025",,,,,,,,,,1636 -smlouva ukončena k 10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Ikon - 777 757 960,"Praha, VIVUS Uhřiněves Ke Kříži -1636, Oty Bubeníčka -1637, 1638, 1639",,,
"praha, vladivostocká 1530/12, slavia hotel, česká republika","Praha, Vladivostocká 1530/12, Slavia hotel, Česká republika",2026-04-29,2026-10-29,178,Více než 60 dnů,zelená,2026-04-29 (proběhlá); 2026-10-29 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,304,2023,ano,ano,Adamec 777 769 592,Praha,ASTIP PS Liftback 15kVA/3F -45 minut,"Praha, Vladivostocká 1530/12, Slavia hotel",,,,,29/26,,,,,,29/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"praha, vocelova 4, jugoslávská 3, česká republika","Praha, Vocelova 4, Jugoslávská 3, Česká republika",2026-04-01,2026-10-01,150,Více než 60 dnů,zelená,2026-04-01 (proběhlá); 2026-10-01 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,305,2018,,,Vanta 727 837 231,Praha,"ASTIP PS 7500/3f-45 minut, ASTIP PS 10 000/3f-45 minut","Praha, Vocelova 4, Jugoslávská 3",,,,,1/26,,,,,,1/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"praha, vodičkova 36, palác lucerna, česká republika","Praha, Vodičkova 36, Palác Lucerna, Česká republika",2026-02-05,2026-08-05,93,Více než 60 dnů,zelená,2026-02-05 (proběhlá); 2026-08-05 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,306,2022,,,Štěpánek 602 352 835,Praha,ASTIP STRONG 136/20kVA/3F-30 minut,"Praha, Vodičkova 36, Palác Lucerna",,,5/26,,,,,,5/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"praha, vojenova, palmovka, česká republika","Praha, Vojenova, Palmovka, Česká republika",2022-11-15,,,Bez termínu,šedá,2022-11-15 (nezjištěno),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",528,2016,,,,Praha,"STRONG 25kVA/1f-45 min- už tam není, STRONG 5000/3f-60 min",,,,,,,,,,,,,15/22 5Kva ,,,"pan Renner píše, že je situace v pořádku..28.6.2024 - posílám dotaz do jiviše filip.renner@jivis.cz, kalfiř už je nemá na starosti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Renner - Jiviš,"Praha, Vojenova, Palmovka",,,
"praha, volkova, česká republika","Praha, Volkova, Česká republika",2021-07-03,2021-07-03,-1766,Po termínu,červená,2021-07-03 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",529,2012,,,,Praha,  PS 5000VA/3f-45 minut,,,,,,,,,3/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Čmuchal - 604 106 758,"Praha, Volkova",,4500,
"praha, vrchlického 28, bd starokošířská avenue, česká republika","Praha, Vrchlického 28, BD Starokošířská avenue, Česká republika",,2027-01-28,269,Více než 60 dnů,zelená,2027-01-28 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",530,2024,,,,Praha,ASTIP PS 90/30kVA/3F -45 minut,,,28/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Pocková 724 203 197,"Praha, Vrchlického 28, BD Starokošířská avenue",,,
"praha, václavské nám., palace fenix, divadlo, česká republika","Praha, Václavské nám., Palace Fenix, divadlo, Česká republika",2024-04-04,2024-10-04,-577,Po termínu,červená,2024-04-04 (proběhlá); 2024-10-04 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,301,2020,,,Samec 725 89 093,Praha,ASTIP STRONG 2000/3f-60 minut,"Praha, Václavské nám., Palace Fenix, divadlo",,,,,4/24,,,,,,4/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"praha, za krejcárkem 1, česká republika","Praha, Za Krejcárkem 1, Česká republika",,2026-10-14,163,Více než 60 dnů,zelená,2026-10-14 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",531,bez,,,,Praha,ASTIP PS 3000/3f-60 minut,,,,,,,,,,,,14/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Zatloukal 702 054 190,"Praha, Za Krejcárkem 1",,,
"praha, za poříčskou bránou 19, bd, česká republika","Praha, Za Poříčskou bránou 19, BD, Česká republika",,2026-11-20,200,Více než 60 dnů,zelená,2026-11-20 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",532,2021,ano,,,Praha,ASTIP PS 10kVA/3F -45 minut,,,,,,,,,,,,,20/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Valko 603 201 999,"Praha, Za Poříčskou bránou 19, BD",,,
"praha, zengerova vila, česká republika","Praha, Zengerova vila, Česká republika",2024-02-07,,,Bez termínu,šedá,2024-02-07 (nezjištěno),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",533,2015,ano,,,Praha,  PS 2kVA/3f-10 minut,,,,7/24 -nabídka na nový zdroj,,,,,,,,,,,,posílal Michal B…prověřit u něj Na Klimentce 1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Jan Valenta 725 782 357,"Praha, Zengerova vila",,,
"praha, zimova 10, česká republika","Praha, Zimova 10, Česká republika",,2026-11-04,184,Více než 60 dnů,zelená,2026-11-04 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",534,2019,,,,Praha,ASTIP PS 10kVA/3F -45 minut,,,,,,,,,,,,,4/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Marounek - Jiviš, 725 496 507","Praha, Zimova 10",,,
"praha, zlochova 2230/1b, česká republika","Praha, Zlochova 2230/1b, Česká republika",,2027-04-08,339,Více než 60 dnů,zelená,2027-04-08 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",536,2018,,,,Praha,PS LiftBack 40 000/3f,,,,,,8/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Lyčka - 774 731 738,"Praha, Zlochova 2230_1b",,,
"praha, zlochova, česká republika","Praha, Zlochova, Česká republika",2023-08-10,,,Bez termínu,šedá,2023-08-10 (nezjištěno),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",535,2017,ano,,,Praha,ASTIP PS 15kVA/3f,,,,,,,,,,10/23,,,,,,"děkuji za dotaz, výbor SVJ Zlochova 2193, Praha 4 se rozhodl v 05/2024 ke kompletní výměně záložního zdroje od firmy StampUni. 28.6.2024 - posílám dotaz na prokesova@korbel…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Praha, Zlochova",,,
"praha, zvěřinova 3452/1, česká republika","Praha, Zvěřinova 3452/1, Česká republika",2025-07-07,,,Bez termínu,šedá,2025-07-07 (nezjištěno),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",537,2020,,,,Praha,ASTIP STRONG 100kVA/3F -45 minut,,,,,,,,,7/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"pan Jirků - údržba, 725 357 481","Praha, Zvěřinova 3452/1",,,
"praha, ústavní 91, pn bohnice, česká republika","Praha, Ústavní 91, PN Bohnice, Česká republika",2026-01-16,2026-01-16,-108,Po termínu,červená,2026-01-16 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",521,2021,,,,Praha,ASTIP STRONG 7500VA/1F -30 minut,,,16/26,,,,,,,,,,,,,"jedná se o prázdnou budovu, tedy 1 x ročně",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,German 734 785 221,"Praha, Ústavní 91, PN Bohnice",,,
"praha, čakovická 40-42, bd, česká republika","Praha, Čakovická 40-42, BD, Česká republika",,2026-07-17,74,Více než 60 dnů,zelená,2026-07-17 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",338,2024,ano,,,Praha,ASTIP STRONG 75/15kVA/3F-45 minut,,,,,,,,,17/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Naušová - Uldrich 602 305 888,"Praha, Čakovická 40-42, BD",,,
"praha, čakovická 883/44 a 46, bd krocínka b3 a b4, česká republika","Praha, Čakovická 883/44 a 46, BD Krocínka B3 a B4, Česká republika",,2027-04-14,345,Více než 60 dnů,zelená,2027-04-14 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",438,2025,ano,,,Praha,ASTIP STRONG 75/15kVA/3F-45 minut,,,,,,14/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Naušová - Uldrich 602 305 888,"Praha, Čakovická 883_44 a 46, BD Krocínka B3 a B4",,,
"praha, čertův vršek 2533/5, česká republika","Praha, Čertův vršek 2533/5, Česká republika",,2026-11-06,186,Více než 60 dnů,zelená,2026-11-06 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",399,2021,,,,Praha,ASTIP STRONG 22kVA/10kVA/3F-15 min,,,,,,,,,,,,,6/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Naušová - Uldrich 602 305 888,"Praha, Čertův vršek 2533/5",,,
"praha, českobrodská 1174, pragolaktos, česká republika","Praha, Českobrodská 1174, Pragolaktos, Česká republika",,2027-02-05,277,Více než 60 dnů,zelená,2027-02-05 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",339,2018,,,,Praha,ASTIP PS 7500/3f - 15min,,,,5/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Pohobradský 731 663 598,"Praha, Českobrodská 1174, Pragolaktos",,,
"praha, českobrodská 1329, coca cola, česká republika","Praha, Českobrodská 1329, Coca Cola, Česká republika",2026-03-03,2026-09-03,122,Více než 60 dnů,zelená,2026-03-03 (proběhlá); 2026-09-03 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,243,2021,,,ALTRON Foltýn 606 665 209,Praha,ASTIP PS 100kVA/3F-60 minut,"Praha, Českobrodská 1329, Coca Cola",,,,3/26,,,,,,3/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
"praha, českobrodská 942, bd, česká republika","Praha, Českobrodská 942, BD, Česká republika",,2027-03-05,305,Více než 60 dnů,zelená,2027-03-05 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",340,2024,,,,Praha,"ASTIP STRONG 7500VA/1F-15, 60 minut",,,,,5/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Zelenka 725 013 376,"Praha, Českobrodská 942, BD",,,
"praha, čimická 143, bd, česká republika","Praha, Čimická 143, BD, Česká republika",,2027-01-22,263,Více než 60 dnů,zelená,2027-01-22 (plánovaná),,,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",341,2024,,,,Praha,ASTIP STRONG 3000VA/3F-15 minut,,,22/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Tvrdíková 775 212 909,"Praha, Čimická 143, BD",,,
"praha, řešovská 852-10, bohnice -rezidence jasmín, česká republika","Praha, Řešovská 852-10, Bohnice -Rezidence Jasmín, Česká republika",2025-08-27,2026-02-27,-66,Po termínu,červená,2025-08-27 (proběhlá); 2026-02-27 (plánovaná),,,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,290,2020,ano,ano,"Metlička 702 060 184, Roman Matějka 602 369 789",Praha,ASTIP PS 200kVA/3F -45 minut,"Praha, Řešovská 852-10, Bohnice -Rezidence Jasmín",,,27/26,,,,,,27/25,,,,,,hlídat sami kontroly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
