Klíč_adresy,Adresa_GPS,Poslední_kontrola,Příští_kontrola,Dní_do_kontroly,Stav_kontroly,Barva_bodu,Všechny_termíny,GPS_lat,GPS_lon,GPS_poznámka,Zdrojový_soubor,Zdrojový_řádek,Rok výroby,Serviska,Hlídáme sami termín,Hlavní kontakt,Kraj,Jaký zdroj,Umístění,DŮLEŽITÁ POZNÁMKA,Měsíc_1,Měsíc_2,Měsíc_3,Měsíc_4,Měsíc_5,Měsíc_6,Měsíc_7,Měsíc_8,Měsíc_9,Měsíc_10,Měsíc_11,Měsíc_12,Sloupec_21,Poznámky,Cena FZ,Faktura na,Protokol s fakturou na,Smlouva ano/ne,Sloupec_27,Sloupec_28,Sloupec_29,Sloupec_30,Sloupec_31,Sloupec_32,Sloupec_33,Sloupec_34,Sloupec_35,Sloupec_36,Sloupec_37,Sloupec_38,Sloupec_39,Sloupec_40,Sloupec_41,Sloupec_42,Sloupec_43,Sloupec_44,Sloupec_45,Sloupec_46,Sloupec_47,Sloupec_48,Sloupec_49,Sloupec_50,Sloupec_51,Sloupec_52,Sloupec_53,Sloupec_54,Sloupec_55,Sloupec_56,Sloupec_57,Sloupec_58,Sloupec_59,Sloupec_60,Sloupec_61,Sloupec_62,Sloupec_63,Sloupec_64,Sloupec_65,Sloupec_66,Sloupec_67,Sloupec_68,Sloupec_69,Sloupec_70,Sloupec_71,Sloupec_72,Sloupec_73,Sloupec_74,Sloupec_75,Sloupec_76,Sloupec_77,Sloupec_78,Sloupec_79,Sloupec_80,Sloupec_81,Sloupec_82,Sloupec_83,Sloupec_84,Sloupec_85,Sloupec_86,Sloupec_87,Sloupec_88,Sloupec_89,Sloupec_90,Sloupec_91,Sloupec_92,Sloupec_93,Sloupec_94,Počet_termínů,Kontakt,Umístění zdroje,Sloupec_8,Cena FZ v Kč,Protokol na,GPS_status,Adresa_GPS_původní
"slušovice, dostihová 725, kodus, česká republika","Slušovice, Dostihová 725, KODUS, Česká republika",2025-11-13,2026-05-13,9.0,7–30 dnů,oranžová,2025-11-13 (proběhlá); 2026-05-13 (plánovaná),49.25043,17.79971,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,321,2023,ano,ano,Josef Pospíšil 608 890 044,Zlínský,ASTIP STRONG Liftback 68kVA/20kVA/3F -45 minut,"Slušovice, Dostihová 725, KODUS",,,,,,13/26,,,,,,13/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Slušovice, Dostihová 725, KODUS, Česká republika"
"sobotka, libošovice 39, charita, česká republika","Sobotka, Libošovice 39, Charita, Česká republika",2026-04-21,2026-10-21,170.0,Více než 60 dnů,zelená,2026-04-21 (proběhlá); 2026-10-21 (plánovaná),50.49192,15.16304,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,322,2025,ano,ano,"Soňa Rytinová, DiS.,721 408 621",,ASTIP STRONG 15kVA/3F -45 minut,"Sobotka, Libošovice 39, Charita",,,,,21/26,,,,,,21/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Sobotka, Libošovice 39, Charita, Česká republika"
"sokolov, soud v sokolově, česká republika","Sokolov, Soud v Sokolově, Česká republika",,2027-02-17,289.0,Více než 60 dnů,zelená,2027-02-17 (plánovaná),50.17972,12.6462,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",554,2012,,,,Karlovarský,  PS 7500/3f-45 minut,,,,17/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,p. Dunda - 737 244 510,"Sokolov, Soud v Sokolově",,,,OK Mapy.com,"Sokolov, Soud v Sokolově, Česká republika"
"sokolovská uhelná, vintířov, vřesová, suas zpracování odpadů, česká republika","Vintířov, Vřesová, Sokolovská Uhelná, Česká republika",,2026-09-30,149.0,Více než 60 dnů,zelená,2026-09-30 (plánovaná),50.23382,12.71748,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",555,2017,,ano,,Karlovarský,PS 7500/3f-30 minut,,,,,,,,,,,30/26,,,,,Spojit s nečím jiným málo peněz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Schrack, Cachová, Nejedlý","Sokolovská Uhelná, Vintířov, Vřesová, SUAS zpracování odpadů",,,,upraveno - znovu geokódovat,"Sokolovská Uhelná, Vintířov, Vřesová, SUAS zpracování odpadů, Česká republika"
"stará boleslav, lázeňská 61, česká republika","Stará Boleslav, Lázeňská 61, Česká republika",2025-07-03,,,Bez termínu,šedá,2025-07-03 (nezjištěno),50.19553,14.67671,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",556,2017,,,,Středočeský,LiftBack 10kVA/3f-45 min,,,,,,,,,3/25,,,,,,,takže zdroj demontován a končíme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Dvořáková - 775 448 099,"Stará Boleslav, Lázeňská 61",,,Česká katolická charita,OK Mapy.com,"Stará Boleslav, Lázeňská 61, Česká republika"
"staré město u uh. hradiště, huštěnovská 2022, f. ray service a.s, česká republika","Staré Město u Uh. Hradiště, Huštěnovská 2022, f. Ray Service a.s, Česká republika",,2027-02-20,292.0,Více než 60 dnů,zelená,2027-02-20 (plánovaná),49.0842,17.44875,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",557,2023,,,,Zlínský,STRONG 19kVA/2kVA/3F - 45 minut,,,,20/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Očadlík 724 051 102,"Staré Město u Uh. Hradiště, Huštěnovská 2022, f. Ray Service a.s",,,,OK Mapy.com,"Staré Město u Uh. Hradiště, Huštěnovská 2022, f. Ray Service a.s, Česká republika"
"strakonice, bd na ohradě 108, česká republika","BD Na Ohradě 108, Strakonice, Česká republika",2023-01-20,2023-01-20,-1200.0,Po termínu,červená,2023-01-20 (plánovaná),,,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",558,2019,,,,Jihočeský,ASTIP STRONG 10kVA/3F -30 minut,,,20/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Martínek 724 382 777,"Strakonice, BD Na Ohradě 108",,,,upraveno - znovu geokódovat,"Strakonice, BD Na Ohradě 108, Česká republika"
"strážný, strážný 115, free one shop, česká republika","Strážný, Strážný 115, Free One Shop, Česká republika",2025-07-08,2025-07-08,-300.0,Po termínu,červená,2025-07-08 (plánovaná),48.90678,13.72509,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",559,2017,,,,Jihočeský,STRONG 2000/1F -30 minut,,,,,,,,,8/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Machnik 775 98 140,"Strážný, Strážný 115 - Free One Shop",,,,OK Mapy.com,"Strážný, Strážný 115, Free One Shop, Česká republika"
"studnice 23, studnice u rokytna, bd, česká republika","Studnice u Rokytna, BD, Studnice 23, Česká republika",2024-04-27,2024-04-27,-737.0,Po termínu,červená,2024-04-27 (plánovaná),49.73796,15.90291,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",560,2020,,,,Jihomoravský,"ASTIP PS 
3 000VA/1F 30 minut,",,,,,,27/24,,,,,,,,,,2024-dovézt 12Ah pomocku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Jiří Mudroch 777 259 577,"Studnice 23, Studnice u Rokytna, BD",,,,upraveno - znovu geokódovat,"Studnice 23, Studnice u Rokytna, BD, Česká republika"
"stěžery, lipová 32, zš a mš, česká republika","Stěžery, Lipová 32, ZŠ a MŠ, Česká republika",2026-02-17,2026-08-17,105.0,Více než 60 dnů,zelená,2026-02-17 (proběhlá); 2026-08-17 (plánovaná),50.21534,15.74946,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,323,2019,,,Pvlíčková 604 796 966,Královehradecký,STRONG 1 000VA/1F -10 minut,"Stěžery,Lipová 32, ZŠ a MŠ",,,17/26,,,,,,17/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Stěžery, Lipová 32, ZŠ a MŠ, Česká republika"
"střelice, tetčická 31169, česká republika","Střelice, Tetčická 31169, Česká republika",2026-04-02,2026-04-02,-32.0,Po termínu,červená,2026-04-02 (plánovaná),49.15294,16.47435,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,324,2016,,ano,"Voštěra 607 192 347-nemocný, volat 547 422 816",Jihomoravský,Astip PS 20kVA/3f-45 minut,"Střelice, Tetčická 31169",,,,,2/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,OK Mapy.com,"Střelice, Tetčická 31169, Česká republika"
"stříbro, revoluční 1011, dps, česká republika","Stříbro, Revoluční 1011, DPS, Česká republika",2025-11-06,2026-05-06,2.0,Méně než 7 dnů,červená,2025-11-06 (proběhlá); 2026-05-06 (plánovaná),49.75679,12.99279,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,325,2025,,,Jan Holubec +420 778 887 015,,ASTIP STRONG 40kVA/3F-45 minut,"Stříbro, Revoluční 1011, DPS",,,,,,6/26,,,,,,6/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Stříbro, Revoluční 1011, DPS, Česká republika"
"sušice, pod svatoborem 56, česká republika","Sušice, Pod Svatoborem 56, Česká republika",2026-01-19,2026-07-19,76.0,Více než 60 dnů,zelená,2026-01-19 (proběhlá); 2026-07-19 (plánovaná),49.23079,13.51545,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,326,2019,ano,,Ronová - 602585967,Plzeňský,PS 15 000/3f -45 minut,"Sušice, Pod Svatoborem 56",,19/26,,,,,,19/26,,,,,,,,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Sušice, Pod Svatoborem 56, Česká republika"
"světlá nad sázavou, rozkoš 990, věznice, česká republika","Světlá nad Sázavou, Rozkoš 990, Věznice, Česká republika",2026-03-10,2026-09-10,129.0,Více než 60 dnů,zelená,2026-03-10 (proběhlá); 2026-09-10 (plánovaná),49.67087,15.39152,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,327,2021,,,Sýkora 601 075 564,,ASTIP STRONG 10/2kVA/1F-15 minut,"Světlá nad Sázavou, Rozkoš 990, Věznice",,,,10/26,,,,,,10/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Světlá nad Sázavou, Rozkoš 990, Věznice, Česká republika"
"telč, tyršova 157, zimní stadion, česká republika","Telč, Tyršova 157, zimní stadion, Česká republika",2024-11-27,2024-11-27,-523.0,Po termínu,červená,2024-11-27 (plánovaná),49.70797,14.891,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,332,2015,ano,,Marek Schmaus - tel.: 724 754 896,Vysočina,15 kVA/3F -20 minut,"Telč, Tyršova 157, zimní stadion",,,,,,,,,,,,27/24,,,"18.6.2024-posílám aktualizovanou cenovku, cca do měsíce by se mělo vědět, chtějí to rozhodně dělat…tak musíme čekat..hldají si to, řeší se tam ",9200,H+H technika,H+H technika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,OK Mapy.com,"Telč, Tyršova 157, zimní stadion, Česká republika"
"teplice, krupka, mercor, česká republika","Teplice, Krupka, Mercor, Česká republika",2020-03-08,2020-03-08,-2248.0,Po termínu,červená,2020-03-08 (plánovaná),50.68449,13.85815,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",567,bez,,,,Ústecký,"R-SOZ 1-7, R-SOZ 8-13",,,,,8/20,,,,,,,,,,,za oba rozváděče,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Teplice, Krupka - Mercor",,18000,,OK Mapy.com,"Teplice, Krupka, Mercor, Česká republika"
"teplice, nám. svobody 3316, oc teplice, česká republika","Teplice, nám. Svobody 3316, OC Teplice, Česká republika",,2026-12-16,226.0,Více než 60 dnů,zelená,2026-12-16 (plánovaná),50.63954,13.82403,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",568,2025,ano,,,Ústecký,Astip Ps Liftback 20kVA/3F-sjezd,,,,,,,,,,,,,,16/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Lukáš Čepelka 724 738 130,"Teplice, nám. Svobody 3316, OC Teplice",,,,OK Mapy.com,"Teplice, nám. Svobody 3316, OC Teplice, Česká republika"
"tetín, kc svaté ludmily, česká republika","Tetín, KC Svaté Ludmily, Česká republika",2024-12-10,2025-06-10,-328.0,Po termínu,červená,2024-12-10 (proběhlá); 2025-06-10 (plánovaná),49.94932,14.10225,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,333,2020,,,Ing. Kateřina Ostatnická 603 406 718,Středočeský,"ASTIP STRONG 2 000VA/3F -30 minut,","Tetín, KC Svaté Ludmily",,,,,,,10/25,,,,,,10/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Tetín, KC Svaté Ludmily, Česká republika"
"tmaň, prof. krbce 300, dps, česká republika","Tmaň, Prof. Krbce 300, DPS, Česká republika",2026-03-03,2026-09-03,122.0,Více než 60 dnů,zelená,2026-03-03 (proběhlá); 2026-09-03 (plánovaná),49.90331,14.03691,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,334,2023,,,Šimonová 797 668 313,,ASTIP STRONG 86kVA/40kVA/3F-45 minut,"Tmaň, Prof. Krbce 300, DPS",,,,3/26,,,,,,3/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Tmaň, Prof. Krbce 300, DPS, Česká republika"
"topoľčany (sk), hviezdoslavova 66, zss moj domov, slovensko","ZSS Moj Domov, Hviezdoslavova 66, Topoľčany (SK), Slovensko",2023-11-29,2023-11-29,-887.0,Po termínu,červená,2023-11-29 (plánovaná),48.71241,17.79545,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",569,,,,,Slovensko,2 x ASTIP PS 15kVA/3F -45 minut,,,,,,,,,,,,,29/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Lieskovský, +421 608296739","Topoľčany (SK), Hviezdoslavova 66, ZSS Moj Domov",,,,upraveno - znovu geokódovat,"Topoľčany (SK), Hviezdoslavova 66, ZSS Moj Domov, Slovensko"
"topoľčany (sk), oc benátky, slovensko","Topoľčany (SK), OC Benátky, Slovensko",,2026-09-18,137.0,Více než 60 dnů,zelená,2026-09-18 (plánovaná),48.55596,18.18106,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",570,2016,,,,Slovensko,ASTIP PS 4000/3f-30 minut + RPO,,,,,,,,,,,18/26,,,,,20/22 -vzít s sebou zelenou LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Kubáček 724 716 506,"Topoľčany (SK), OC Benátky",,,,OK Mapy.com,"Topoľčany (SK), OC Benátky, Slovensko"
"trebišov (sk), slovensko","Trebišov (SK), Slovensko",,,,Bez termínu,šedá,,48.62862,21.72017,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,335,2016,,,,Slovensko,  Rectifier 15kVA/3f-2 hodiny,Trebišov (SK),,,,,,,,,,,,,,,Nechtějí FZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,OK Mapy.com,"Trebišov (SK), Slovensko"
"trenčín, jaselská 2, veřejná knihovna, slovensko","veřejná knihovna, Jaselská 2, Trenčín, Slovensko",2023-08-08,2023-08-08,-1000.0,Po termínu,červená,2023-08-08 (plánovaná),50.16571,14.76431,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",571,2019,,,,Slovensko,ASTIP PS Liftback 10 000/3F - 45 minut,,,,,,,,,,8/23,,,,,,12.3.2025 - posílámna  j.kocis@zeva.sk 28.6.2024 - poslán dotaz na pana budaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Buday +421 48208625,"Trenčín, Jaselská 2, veřejná knihovna",,,,upraveno - znovu geokódovat,"Trenčín, Jaselská 2, veřejná knihovna, Slovensko"
"trmava, včelárska 9-16, slovensko","Trmava, Včelárska 9-16, Slovensko",,2027-03-17,317.0,Více než 60 dnů,zelená,2027-03-17 (plánovaná),48.37512,17.60767,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",577,2026,,,,Slovensko,ASTIP STRONG 120kVA/30kVA/3F-60 minut,,,,,17/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Bc.Ľubomír Galáš  Tel: 0905 646 997,"Trmava, Včelárska 9-16",,,,OK Mapy.com,"Trmava, Včelárska 9-16, Slovensko"
"trnava u zlína, trnava 242, zš a mš, česká republika","ZŠ a MŠ, Trnava 242, Trnava u Zlína, Česká republika",2025-09-25,2026-03-25,-40.0,Po termínu,červená,2025-09-25 (proběhlá); 2026-03-25 (plánovaná),49.25126,15.93063,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,336,"2019, nově 2025",,,"Gabrhelík 603 100 911, Štěpaník 602 511 491",Zlínský,STRONG 15kVA/3F -30 minut,"Trnava u Zlína, Trnava 242, ZŠ a MŠ",,,,25/26,,,,,,25/25,,,,,"2025 -nový pajšl, v.č. 25012301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Trnava u Zlína, Trnava 242, ZŠ a MŠ, Česká republika"
"trnava, včelárska 2, slovensko","Trnava, Včelárska 2, Slovensko",,2027-01-13,254.0,Více než 60 dnů,zelená,2027-01-13 (plánovaná),48.37489,17.6063,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",576,2023,ano,ano,,Slovensko,ASTIP STRONG 147kVA/30kVA/3F-60 minut,,,13/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Bc.Ľubomír Galáš  Tel: 0905 646 997,"Trnava, Včelárska 2",,,,OK Mapy.com,"Trnava, Včelárska 2, Slovensko"
"turnov, granátová 1897, česká republika","Turnov, Granátová 1897, Česká republika",2026-02-24,2026-08-24,112.0,Více než 60 dnů,zelená,2026-02-24 (proběhlá); 2026-08-24 (plánovaná),50.5803,15.15829,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,340,2016,ano,,"Krédlová 731 450 247, údržba 773 158 109",Liberecký,  PS 7500/3f-45 minut,"Turnov, Granátová 1897",,,24/26,,,,,,24/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Turnov, Granátová 1897, Česká republika"
"turnov, jana palacha, zimní stadion, česká republika","Turnov, Jana Palacha, zimní stadion, Česká republika",2023-12-07,,,Bez termínu,šedá,2023-12-07 (nezjištěno),50.58385,15.15566,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",578,2015,,,,Liberecký,PS 10kVA/3f-15 minut,,,,,,,,,,,,,,7/23,,"tak mají tam už jiné zařízení - 28.6.2024 - mikeš neber telefony, píšu mu maila…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mikeš - 775 646 487,"Turnov, Jana Palacha, zimní stadion",,,,OK Mapy.com,"Turnov, Jana Palacha, zimní stadion, Česká republika"
"tábor, chýnovská 3049, albert, česká republika","Tábor, Chýnovská 3049, ALBERT, Česká republika",2026-01-19,2027-07-19,441.0,Více než 60 dnů,zelená,2026-01-19 (proběhlá); 2027-07-19 (plánovaná),49.40852,14.68727,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,331,2020,,,"Josef Mařík,  +420 727911708 ",Jihočeský, ASTIP STRONG 20kVA/3F-15 minut,"Tábor, Chýnovská 3049, ALBERT",,19/26,,,,,,19/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Tábor, Chýnovská 3049, ALBERT, Česká republika"
"třebíč, hasskova 102/2, městská knihovna, česká republika","Třebíč, Hasskova 102/2, městská knihovna, Česká republika",2026-01-15,2026-07-15,72.0,Více než 60 dnů,zelená,2026-01-15 (proběhlá); 2026-07-15 (plánovaná),49.21535,15.8785,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,337,2021,,,Dočkalová 728 239 672,Vysočina,STRONG 45kVA/15kVA/3F-45 min.,"Třebíč, Hasskova 102/2, městská knihovna",,15/26,,,,,,15/26-vyměnit pomocku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Třebíč, Hasskova 102/2, městská knihovna, Česká republika"
"třebíč, karlovo nám. 31, měšťanský dům, česká republika","Měšťanský dům, Karlovo nám. 31, Třebíč, Česká republika",,2026-09-09,128.0,Více než 60 dnů,zelená,2026-09-09 (plánovaná),49.21601,15.88265,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",572,2022,,,,Vysočina,ASTIP PS 10kVA/3f-20 minut,,,,,,,,,,,9/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Technici
568 838 117","Třebíč, Karlovo nám. 31 , Měšťanský dům",,,,upraveno - znovu geokódovat,"Třebíč, Karlovo nám. 31, Měšťanský dům, Česká republika"
"třebíč, kremláčkova 455, česká republika","Třebíč, Kremláčkova 455, Česká republika",2025-05-29,2025-05-29,-340.0,Po termínu,červená,2025-05-29 (plánovaná),49.21796,15.90707,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",574,2019,,,,Vysočina,STRONG 2000/1f - 10min.,,,,,,,29/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Jiří Drašar 568 838 111,"Třebíč, Kremláčkova 455",,,,OK Mapy.com,"Třebíč, Kremláčkova 455, Česká republika"
"třebíč, labyrint, nad zámkem 1174, česká republika","Třebíč, Labyrint, Nad Zámkem 1174, Česká republika",2026-02-25,2026-08-25,113.0,Více než 60 dnů,zelená,2026-02-25 (proběhlá); 2026-08-25 (plánovaná),49.21749,15.87149,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,338,2017,,,"Korec 777 184 475, Novák 724 461 085, Svoboda 724 383 683",Vysočina,ASTIP PS 1000/3F -10 minut,"Třebíč, Labyrint, Nad Zámkem 1174",,,25/26,,,,,,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Třebíč, Labyrint, Nad Zámkem 1174, Česká republika"
"třebíč, polanka 1103/8, bd, česká republika","BD, Polanka 1103/8, Třebíč, Česká republika",,2027-03-04,304.0,Více než 60 dnů,zelená,2027-03-04 (plánovaná),49.21439,15.87054,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",575,2021,,,,Vysočina,ASTIP STRONG 1000VA/1F -10 minut,,,,,4/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pí. Sochorová 721 570 624,"Třebíč, Polanka 1103/8, BD",,,,upraveno - znovu geokódovat,"Třebíč, Polanka 1103/8, BD, Česká republika"
"třebíč, rafaelova 1115, tts energo, teplárna, česká republika","TTS energo, teplárna, Rafaelova 1115, Třebíč, Česká republika",,2026-09-09,128.0,Více než 60 dnů,zelená,2026-09-09 (plánovaná),49.22453,15.89588,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",573,2021,,,,Vysočina,ASTIP STRONG 30kVA/3F-20 minut +750VA/1F-20 minut,,,,,,,,,,,9/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ing. Jakeš 733 744 565,"Třebíč, Rafaelova 1115, TTS energo, teplárna",,,,upraveno - znovu geokódovat,"Třebíč, Rafaelova 1115, TTS energo, teplárna, Česká republika"
